session_id,customer_id,product_id,device_id,date_id,quantity,abandonment_time
371,713,12,1,101,5,
372,336,12,1,332,5,
373,735,23,2,125,4,4/19/2023
374,328,15,2,48,5,11/26/2023
375,534,13,4,73,1,
376,499,20,5,162,1,
377,33,23,5,104,4,4/21/2023
378,784,1,1,197,2,11/5/2023
379,18,7,2,264,5,4/22/2023
380,299,11,4,110,4,12/13/2023
381,595,7,4,128,2,
382,724,21,2,93,1,10/6/2023
383,692,24,3,66,4,10/27/2023
384,475,11,4,114,3,
385,943,23,5,295,3,
386,270,17,3,233,5,8/19/2023
387,163,1,5,31,4,1/24/2023
388,753,9,2,265,2,1/20/2023
389,96,19,3,309,4,9/6/2023
390,635,17,1,20,3,3/22/2023
391,95,14,5,326,4,1/9/2023
392,867,25,1,39,4,
393,558,21,3,310,4,
394,195,19,2,42,2,
395,714,25,2,262,4,
396,930,5,1,96,1,10/4/2023
397,467,17,4,141,3,
398,668,23,3,72,5,
399,377,6,4,177,3,
400,86,21,3,161,2,
401,507,23,4,195,2,10/1/2023
402,420,24,2,82,4,11/6/2023
403,932,20,2,203,3,
404,602,15,2,119,5,12/15/2023
405,606,14,3,280,2,
406,265,5,5,332,5,12/6/2023
407,661,4,3,354,1,
408,406,19,5,242,4,
409,181,13,1,293,1,
410,421,20,1,177,2,10/15/2023
411,292,4,2,77,1,
412,323,20,2,166,5,
413,591,24,4,208,1,2/18/2023
414,334,18,5,54,5,2/8/2023
415,998,4,5,260,1,
416,902,9,1,42,1,12/9/2023
417,748,19,4,226,2,8/9/2023
418,651,20,1,91,1,1/28/2023
419,619,15,3,63,5,
420,762,7,1,53,3,11/2/2023
421,968,7,2,99,3,2/28/2023
422,648,1,4,206,5,6/18/2023
423,168,4,5,90,5,
424,607,5,1,149,4,
425,826,13,1,167,3,4/27/2023
426,600,23,4,304,4,
427,723,5,4,63,1,
428,434,17,2,358,3,12/8/2023
429,388,12,5,125,4,
430,25,8,5,351,4,
431,1000,4,5,27,5,9/7/2023
432,188,24,5,291,2,11/7/2023
433,850,20,3,158,3,5/1/2023
434,590,12,1,45,2,
435,658,17,2,116,4,8/28/2023
436,435,22,2,19,5,
437,237,5,1,116,2,8/30/2023
438,733,7,2,249,2,9/19/2023
439,766,16,2,345,2,2/28/2023
440,486,14,2,326,2,
441,709,4,3,124,3,4/2/2023
442,622,24,1,339,5,5/12/2023
443,514,22,3,360,4,1/7/2023
444,205,10,4,4,3,4/9/2023
445,715,23,4,246,2,3/1/2023
446,562,2,3,159,1,
447,60,5,1,299,1,
448,13,14,3,177,3,4/6/2023
449,659,18,4,100,1,3/4/2023
450,366,7,2,23,1,2/15/2023
451,633,9,4,356,4,
452,79,18,1,80,3,
453,249,2,3,180,5,
454,289,20,1,223,3,
455,139,8,5,139,1,
456,108,18,3,87,3,
457,194,11,3,331,4,5/2/2023
458,229,8,5,38,3,5/21/2023
459,783,23,4,304,5,9/2/2023
460,576,11,4,278,1,
461,772,10,1,170,4,
462,202,17,4,106,3,9/14/2023
463,86,14,3,53,1,
464,104,24,1,78,2,4/25/2023
465,361,20,5,198,1,12/11/2023
466,554,11,3,269,1,
467,785,15,2,290,1,9/22/2023
468,819,17,5,308,2,1/25/2023
469,654,16,2,312,2,11/12/2023
470,46,19,2,350,4,
471,402,1,4,2,4,
472,679,20,3,6,2,1/7/2023
473,292,19,1,354,1,2/7/2023
474,868,5,1,72,4,9/16/2023
475,898,11,5,144,5,
476,65,23,1,225,5,5/21/2023
477,152,3,3,334,2,2/8/2023
478,492,18,1,171,1,11/8/2023
479,293,24,5,319,3,4/7/2023
480,759,4,5,124,3,
481,842,20,4,90,3,1/25/2023
482,956,24,3,117,1,
483,481,9,2,33,4,
484,392,2,1,165,2,6/22/2023
485,382,13,2,220,1,
486,476,22,5,331,2,
487,547,1,3,185,5,
488,606,1,3,69,3,4/5/2023
489,121,16,1,29,4,7/10/2023
490,290,10,3,190,2,
491,756,8,3,222,5,12/28/2023
492,77,6,3,117,3,
493,37,25,1,257,2,
494,100,18,2,231,2,
495,106,17,1,64,1,
496,376,5,1,298,2,11/11/2023
497,195,7,4,301,3,
498,475,24,3,95,3,
499,346,24,2,258,4,
500,25,12,4,74,4,7/20/2023
501,467,24,5,265,5,5/24/2023
502,427,12,2,322,4,
503,774,11,1,320,5,
504,42,5,5,241,5,1/2/2023
505,726,21,5,315,4,8/16/2023
506,727,8,5,206,5,
507,597,25,4,183,5,
508,602,4,3,135,4,4/21/2023
509,459,11,4,302,2,11/22/2023
510,412,16,5,266,4,
511,340,21,1,9,5,
512,296,10,3,14,5,8/10/2023
513,792,19,1,333,5,
514,945,2,4,154,2,9/23/2023
515,92,14,5,125,1,5/27/2023
516,983,14,4,150,3,7/7/2023
517,316,8,2,57,1,
518,714,6,2,342,4,2/1/2023
519,631,22,5,233,1,8/11/2023
520,732,22,3,299,5,
521,484,23,2,144,2,2/20/2023
522,406,14,3,19,1,
523,745,18,2,107,5,9/16/2023
524,23,1,5,328,2,11/3/2023
525,178,22,4,226,1,
526,372,11,1,9,2,8/14/2023
527,903,19,4,158,4,6/18/2023
528,598,9,5,289,4,8/17/2023
529,603,24,4,105,3,
530,372,18,4,216,2,5/31/2023
531,46,23,4,178,3,
532,836,3,5,190,2,
533,322,1,1,64,4,
534,420,22,4,171,1,8/14/2023
535,105,23,3,80,1,6/5/2023
536,358,14,4,13,2,
537,543,13,2,86,3,10/19/2023
538,115,8,2,323,4,2/12/2023
539,620,11,2,209,3,
540,623,9,3,144,2,
541,978,16,3,104,3,1/8/2023
542,420,7,1,353,1,9/27/2023
543,576,16,5,115,5,8/3/2023
544,150,13,1,172,5,
545,650,4,1,65,1,
546,609,4,4,54,1,
547,625,25,4,357,5,12/15/2023
548,120,1,4,337,3,10/4/2023
549,464,21,3,133,2,
550,808,19,3,318,2,
551,704,15,3,344,5,3/12/2023
552,762,11,5,284,4,
553,350,11,3,108,5,12/27/2023
554,281,18,5,320,3,7/8/2023
555,630,24,2,166,5,12/8/2023
556,453,11,1,219,5,2/10/2023
557,504,10,2,297,5,10/22/2023
558,253,18,3,64,5,7/8/2023
559,887,13,4,75,3,
560,739,19,3,196,5,4/14/2023
561,907,14,4,160,5,9/8/2023
562,325,22,1,206,2,
563,359,8,1,137,1,10/23/2023
564,862,17,5,153,4,
565,677,11,3,44,1,
566,218,5,5,158,2,
567,290,11,1,199,1,4/2/2023
568,258,4,1,297,3,11/24/2023
569,423,11,4,165,3,8/21/2023
570,14,24,3,129,5,3/5/2023
571,986,7,5,274,2,
572,836,11,2,9,1,2/7/2023
573,940,21,4,257,1,9/26/2023
574,615,15,1,363,3,
575,560,3,1,58,2,3/5/2023
576,477,25,2,131,4,
577,152,13,5,283,5,
578,627,3,2,151,2,
579,397,8,1,311,4,
580,549,6,4,170,3,2/18/2023
581,876,4,3,351,4,
582,787,5,2,344,3,3/9/2023
583,246,8,5,167,1,
584,723,10,2,292,4,11/14/2023
585,302,15,4,352,2,
586,419,19,1,283,2,6/21/2023
587,302,5,2,312,5,
588,934,22,3,69,4,
589,879,23,3,290,5,
590,573,17,2,117,4,
591,893,19,3,237,3,11/7/2023
592,234,24,1,210,1,5/26/2023
593,385,14,2,83,4,
594,515,12,5,62,3,10/30/2023
595,133,1,4,35,3,
596,803,4,3,326,4,4/1/2023
597,552,3,1,48,4,12/15/2023
598,644,16,4,35,4,7/21/2023
599,304,3,1,163,5,10/9/2023
600,177,22,4,237,4,
601,369,8,4,37,1,10/30/2023
602,180,13,3,191,1,
603,20,2,3,338,5,
604,844,13,2,134,3,
605,70,11,2,108,2,4/1/2023
606,153,7,3,123,5,10/6/2023
607,121,5,4,325,5,2/25/2023
608,945,24,4,336,4,
609,943,17,4,46,3,
610,608,6,3,344,4,
611,207,25,2,297,1,
612,389,7,5,204,4,
613,699,21,3,129,2,11/18/2023
614,116,22,2,87,4,
615,248,10,5,327,1,
616,95,17,4,217,2,1/23/2023
617,725,10,4,74,3,
618,550,2,2,16,5,
619,895,2,4,132,1,
620,697,20,5,122,5,5/4/2023
621,574,20,4,362,4,8/4/2023
622,410,12,5,183,4,
623,1,22,3,178,3,
624,986,25,3,363,4,5/3/2023
625,602,16,3,249,1,8/7/2023
626,876,13,3,86,2,
627,465,4,3,204,2,
628,448,11,3,169,4,
629,52,15,1,258,3,
630,3,18,1,356,4,
631,430,24,5,46,1,
632,898,8,2,63,2,9/5/2023
633,93,14,2,270,5,
634,190,24,3,314,5,
635,178,11,5,78,2,5/17/2023
636,512,12,3,112,1,10/9/2023
637,586,20,1,66,2,7/19/2023
638,715,16,1,334,1,
639,193,16,3,107,2,
640,178,3,3,247,2,
641,352,1,2,352,4,3/11/2023
642,87,12,4,48,1,
643,868,13,2,60,1,
644,912,6,4,242,5,
645,912,6,1,30,2,
646,269,20,1,230,4,7/8/2023
647,941,21,4,352,2,8/20/2023
648,569,10,3,48,3,
649,523,7,5,336,3,2/24/2023
650,265,10,1,194,5,
651,7,1,3,175,1,10/22/2023
652,297,17,3,167,2,
653,587,22,3,303,2,
654,215,12,3,166,2,
655,967,2,5,119,4,
656,31,21,4,205,5,
657,835,13,2,166,3,
658,597,19,5,14,3,
659,182,13,3,256,3,
660,872,14,4,107,1,
661,200,15,3,36,4,6/2/2023
662,421,19,2,181,5,1/28/2023
663,352,4,5,150,5,
664,32,3,3,319,5,
665,297,21,1,317,1,1/1/2024
666,72,16,1,243,4,
667,936,4,2,64,3,
668,537,5,3,230,2,
669,646,19,1,248,3,5/9/2023
670,598,2,5,159,4,
671,529,4,5,66,1,
672,20,10,3,140,5,12/31/2023
673,799,18,2,117,2,6/26/2023
674,741,4,1,173,3,3/19/2023
675,2,15,3,254,3,5/22/2023
676,721,11,5,141,5,3/4/2023
677,290,20,5,287,4,10/18/2023
678,722,9,5,147,1,1/14/2023
679,117,19,1,315,4,
680,659,6,5,73,1,
681,302,7,4,78,3,5/6/2023
682,944,23,3,242,1,
683,708,25,1,99,4,
684,187,1,4,127,3,1/17/2023
685,953,24,3,170,2,4/30/2023
686,517,23,5,108,3,6/15/2023
687,953,1,3,79,5,
688,583,3,2,73,3,
689,564,22,3,284,3,12/2/2023
690,754,6,3,167,2,
691,248,19,5,149,3,
692,46,1,3,319,4,
693,874,10,5,56,4,
694,290,6,3,1,2,10/17/2023
695,754,9,1,206,5,
696,443,21,4,147,3,4/1/2023
697,107,15,3,255,3,
698,676,9,4,73,2,
699,524,3,4,287,2,
700,401,18,3,100,1,10/31/2023
701,284,6,5,213,1,
702,490,8,4,364,1,1/7/2023
703,380,15,1,350,4,1/1/2024
704,115,16,5,256,4,
705,347,10,4,87,4,11/13/2023
706,787,11,5,68,5,
707,17,17,5,163,3,5/14/2023
708,546,12,1,96,2,
709,639,25,1,189,5,
710,152,18,5,87,1,4/30/2023
711,228,25,4,286,3,
712,705,11,4,2,2,
713,760,21,3,21,5,
714,541,22,3,303,1,11/19/2023
715,127,22,3,243,5,
716,202,23,2,163,4,
717,214,21,4,250,2,
718,536,5,3,321,4,1/23/2023
719,428,6,1,14,3,
720,987,3,3,246,3,7/3/2023
721,699,4,2,215,1,8/19/2023
722,655,21,2,337,3,1/9/2023
723,842,6,3,65,1,11/26/2023
724,483,4,1,110,3,
725,181,20,2,233,5,8/29/2023
726,247,1,1,77,3,
727,325,19,1,5,1,
728,964,16,5,188,1,
729,419,4,1,60,3,7/17/2023
730,258,2,1,261,1,3/18/2023
731,707,7,4,113,2,
732,250,7,4,203,5,
733,485,24,4,359,1,
734,974,5,5,8,4,8/21/2023
735,758,7,2,35,4,3/14/2023
736,243,17,5,117,3,1/7/2023
737,777,19,4,74,4,
738,195,16,5,39,1,
739,567,4,5,78,1,8/2/2023
740,234,14,1,310,3,
741,778,13,4,297,1,11/28/2023
742,950,10,1,217,3,1/1/2023
743,831,1,5,37,5,
744,488,12,5,145,2,
745,932,11,3,211,2,
746,15,10,5,67,1,3/5/2023
747,127,25,2,289,1,
748,438,3,2,5,1,8/5/2023
749,694,20,3,295,2,5/22/2023
750,616,7,2,202,4,2/5/2023
751,339,1,2,14,2,10/17/2023
752,165,10,5,62,1,11/7/2023
753,556,4,2,297,5,6/12/2023
754,172,9,3,200,3,5/10/2023
755,115,9,5,155,2,
756,500,11,2,31,2,12/14/2023
757,683,5,5,79,3,10/11/2023
758,186,6,5,92,1,4/22/2023
759,191,14,5,324,2,11/21/2023
760,932,8,2,74,1,11/19/2023
761,673,18,4,16,4,
762,63,9,4,320,4,
763,439,6,1,121,4,
764,745,16,5,144,3,3/20/2023
765,371,4,5,173,4,12/13/2023
766,863,13,3,292,5,
767,621,13,5,345,5,
768,340,12,5,51,4,
769,776,7,3,276,3,9/14/2023
770,202,13,5,88,5,1/3/2023
771,14,19,3,33,5,9/3/2023
772,245,25,5,252,5,
773,748,2,5,77,5,10/28/2023
774,392,24,3,151,5,11/19/2023
775,142,8,4,186,1,12/17/2023
776,779,14,1,216,5,5/19/2023
777,599,23,3,305,1,6/21/2023
778,729,22,3,150,2,
779,196,15,3,238,5,3/29/2023
780,947,24,3,238,2,
781,260,22,4,115,4,4/26/2023
782,235,19,3,217,2,1/1/2023
783,633,20,2,135,3,
784,609,1,1,196,3,
785,712,20,3,173,3,8/25/2023
786,400,11,1,122,3,6/10/2023
787,408,25,4,153,5,
788,926,11,4,346,5,
789,160,4,2,320,3,5/1/2023
790,903,8,3,342,4,4/22/2023
791,865,25,1,183,4,3/24/2023
792,870,25,3,88,5,5/30/2023
793,680,5,2,220,2,8/12/2023
794,273,24,5,314,3,
795,58,15,5,357,1,
796,267,16,3,68,1,12/29/2023
797,860,7,5,310,5,
798,714,18,3,32,3,
799,376,2,2,130,5,1/31/2023
800,800,14,2,14,3,9/24/2023
801,783,12,2,326,3,
802,456,18,3,178,3,
803,280,5,3,184,2,4/16/2023
804,645,4,1,114,2,12/6/2023
805,730,19,4,229,1,10/8/2023
806,211,22,2,257,5,
807,490,9,3,64,3,11/16/2023
808,221,4,2,238,5,
809,369,21,2,17,1,
810,165,18,2,151,2,1/12/2023
811,436,12,3,201,1,
812,53,22,2,288,5,
813,745,12,2,241,5,4/17/2023
814,775,2,3,240,2,12/28/2023
815,595,4,3,341,2,9/7/2023
816,764,21,2,220,3,
817,633,5,4,277,5,
818,335,25,2,174,4,11/17/2023
819,628,11,4,43,3,
820,520,9,4,353,2,1/30/2023
821,820,7,2,8,2,
822,148,23,1,202,2,3/8/2023
823,137,19,5,222,1,
824,225,12,2,158,2,9/15/2023
825,758,19,5,21,2,
826,761,1,1,55,4,9/3/2023
827,727,24,1,63,1,7/5/2023
828,737,22,1,240,4,
829,983,7,1,226,1,4/10/2023
830,402,23,2,288,3,
831,120,4,1,51,2,6/18/2023
832,650,19,5,119,5,5/1/2023
833,42,13,3,232,2,
834,133,10,3,158,1,
835,390,15,4,254,2,4/25/2023
836,855,16,1,176,3,
837,834,3,5,47,2,
838,69,5,3,110,4,
839,888,10,1,345,1,5/13/2023
840,696,8,5,248,5,9/18/2023
841,862,18,5,321,1,
842,762,20,4,93,2,
843,671,13,2,142,4,
844,650,10,3,71,5,2/26/2023
845,358,24,4,343,2,7/23/2023
846,199,14,5,264,5,
847,40,2,2,253,3,1/23/2023
848,707,15,2,193,5,8/12/2023
849,966,19,1,303,3,2/1/2023
850,725,22,5,245,4,6/18/2023
851,171,21,3,360,1,6/20/2023
852,175,13,1,246,2,2/22/2023
853,841,15,3,71,5,
854,605,1,4,10,2,7/16/2023
855,841,10,3,323,3,6/14/2023
856,958,7,2,113,4,2/3/2023
857,41,7,4,196,1,9/23/2023
858,692,1,2,249,3,5/19/2023
859,955,24,1,130,5,
860,563,25,2,294,5,5/7/2023
861,200,15,1,286,3,
862,626,11,3,44,2,8/30/2023
863,92,6,2,45,2,
864,532,12,2,140,5,
865,801,18,2,23,1,7/31/2023
